Business Year,State,Insurer ID,Price Gap,Price Gap (Previous Year),Market Share (%),Market Share (%) (Previous Year),Medicaid Expansion Impact,Medicaid Expansion Impact (Previous Year),Plan Count,Plan Count (Previous Year),Market Exit,predicted_risk,risk_level
2025,South Carolina,79222.0,0,0.0,0.122058824,0.198387097,0.0,0.0,83,123.0,0,0.14,Low
2023,South Carolina,84939.0,0,,0.015564202,,0.0,,8,,0,0.6321208556341793,High
2024,South Carolina,84939.0,0,0.0,0.012903226,0.015564202,0.0,0.0,8,8.0,0,0.0,Low
2025,South Carolina,84939.0,0,0.0,0.011764706,0.012903226,0.0,0.0,8,8.0,0,0.0,Low
2023,South Carolina,84966.0,0,,0.001945525,,0.0,,1,,1,0.6321208556341793,High
2023,South Carolina,89281.0,0,,0.015564202,,0.0,,8,,0,0.6321208556341793,High
2024,South Carolina,89281.0,0,0.0,0.012903226,0.015564202,0.0,0.0,8,8.0,0,0.0,Low
2025,South Carolina,89281.0,0,0.0,0.011764706,0.012903226,0.0,0.0,8,8.0,0,0.0,Low
2023,South Carolina,97325.0,0,,0.019455253,,0.0,,10,,0,0.6321208556341793,High
2024,South Carolina,97325.0,0,0.0,0.016129032,0.019455253,0.0,0.0,10,10.0,0,0.01,Low
2025,South Carolina,97325.0,0,0.0,0.014705882,0.016129032,0.0,0.0,10,10.0,0,0.01,Low
2026,South Carolina,,0,,,,0.0,,0,,0,0.6321208556341793,High
2023,South Dakota,25868.0,-13,,0.012345679,,0.545366495,,4,,1,0.6321208556341793,High
2023,South Dakota,31195.0,-13,,0.358024691,,0.545366495,,116,,0,0.6321208556341793,High
2024,South Dakota,31195.0,-13,-13.0,0.344444444,0.358024691,0.545366495,0.545366495,124,116.0,0,0.0,Low
2025,South Dakota,31195.0,-13,-13.0,0.285714286,0.344444444,0.545366495,0.545366495,86,124.0,0,0.0,Low
2023,South Dakota,50305.0,-13,,0.104938272,,0.545366495,,34,,0,0.6321208556341793,High
2024,South Dakota,50305.0,-13,-13.0,0.188888889,0.104938272,0.545366495,0.545366495,68,34.0,0,0.026441832339649057,Low
2025,South Dakota,50305.0,-13,-13.0,0.225913621,0.188888889,0.545366495,0.545366495,68,68.0,0,0.04644183233964906,Low
2023,South Dakota,60536.0,-13,,0.5,,0.545366495,,162,,0,0.6321208556341793,High
2024,South Dakota,60536.0,-13,-13.0,0.444444444,0.5,0.545366495,0.545366495,160,162.0,0,0.0,Low
2025,South Dakota,60536.0,-13,-13.0,0.46179402,0.444444444,0.545366495,0.545366495,139,160.0,0,0.0,Low
2023,South Dakota,61214.0,-13,,0.024691358,,0.545366495,,8,,0,0.6321208556341793,High
2024,South Dakota,61214.0,-13,-13.0,0.022222222,0.024691358,0.545366495,0.545366495,8,8.0,0,0.0,Low
2025,South Dakota,61214.0,-13,-13.0,0.026578073,0.022222222,0.545366495,0.545366495,8,8.0,0,0.019671122045387887,Low
2026,South Dakota,,-13,,,,0.545366495,,0,,0,0.6321208556341793,High
2023,Tennessee,14002.0,-4,,0.639871383,,0.0,,995,,0,0.6321208556341793,High
2024,Tennessee,14002.0,-4,-4.0,0.568160153,0.639871383,0.0,0.0,596,995.0,0,0.0,Low
2025,Tennessee,14002.0,-4,-4.0,0.57245509,0.568160153,0.0,0.0,478,596.0,0,0.0,Low
2023,Tennessee,21535.0,-4,,0.000643087,,0.0,,1,,1,0.6321208556341793,High
2023,Tennessee,22384.0,-4,,0.002572347,,0.0,,4,,0,0.6321208556341793,High
2024,Tennessee,22384.0,-4,-4.0,0.003813155,0.002572347,0.0,0.0,4,4.0,0,0.0,Low
2025,Tennessee,22384.0,-4,-4.0,0.004790419,0.003813155,0.0,0.0,4,4.0,0,0.0,Low
2023,Tennessee,23552.0,-4,,0.064308682,,0.0,,100,,0,0.6321208556341793,High
2024,Tennessee,23552.0,-4,-4.0,0.06577693,0.064308682,0.0,0.0,69,100.0,0,0.01,Low
2025,Tennessee,23552.0,-4,-4.0,0.073053892,0.06577693,0.0,0.0,61,69.0,0,0.0,Low
2023,Tennessee,24601.0,-4,,0.005144695,,0.0,,8,,0,0.6321208556341793,High
2024,Tennessee,24601.0,-4,-4.0,0.007626311,0.005144695,0.0,0.0,8,8.0,0,0.01,Low
2025,Tennessee,24601.0,-4,-4.0,0.009580838,0.007626311,0.0,0.0,8,8.0,0,0.05,Low
2023,Tennessee,28398.0,-4,,0.002572347,,0.0,,4,,0,0.6321208556341793,High
2024,Tennessee,28398.0,-4,-4.0,0.003813155,0.002572347,0.0,0.0,4,4.0,0,0.0,Low
2025,Tennessee,28398.0,-4,-4.0,0.007185629,0.003813155,0.0,0.0,6,4.0,0,0.0,Low
2025,Tennessee,29854.0,-4,,0.053892216,,0.0,,45,,0,0.6321208556341793,High
2023,Tennessee,31663.0,-4,,0.030868167,,0.0,,48,,0,0.6321208556341793,High
2024,Tennessee,31663.0,-4,-4.0,0.035271687,0.030868167,0.0,0.0,37,48.0,1,0.59,Medium
2023,Tennessee,38886.0,-4,,0.006430868,,0.0,,10,,0,0.6321208556341793,High
2024,Tennessee,38886.0,-4,-4.0,0.009532888,0.006430868,0.0,0.0,10,10.0,1,0.61,High
2023,Tennessee,43878.0,-4,,0.003858521,,0.0,,6,,0,0.6321208556341793,High
2024,Tennessee,43878.0,-4,-4.0,0.005719733,0.003858521,0.0,0.0,6,6.0,0,0.0,Low
2025,Tennessee,43878.0,-4,-4.0,0.007185629,0.005719733,0.0,0.0,6,6.0,0,0.0,Low
2023,Tennessee,69443.0,-4,,0.052733119,,0.0,,82,,0,0.6321208556341793,High
2024,Tennessee,69443.0,-4,-4.0,0.063870353,0.052733119,0.0,0.0,67,82.0,0,0.0,Low
2025,Tennessee,69443.0,-4,-4.0,0.074251497,0.063870353,0.0,0.0,62,67.0,0,0.0,Low
2023,Tennessee,70111.0,-4,,0.11511254,,0.0,,179,,0,0.6321208556341793,High
2024,Tennessee,70111.0,-4,-4.0,0.156339371,0.11511254,0.0,0.0,164,179.0,0,0.0,Low
2025,Tennessee,70111.0,-4,-4.0,0.116167665,0.156339371,0.0,0.0,97,164.0,0,0.0,Low
2023,Tennessee,82120.0,-4,,0.003858521,,0.0,,6,,0,0.6321208556341793,High
2024,Tennessee,82120.0,-4,-4.0,0.005719733,0.003858521,0.0,0.0,6,6.0,0,0.0,Low
2025,Tennessee,82120.0,-4,-4.0,0.007185629,0.005719733,0.0,0.0,6,6.0,0,0.0,Low
2023,Tennessee,90402.0,-4,,0.005144695,,0.0,,8,,0,0.6321208556341793,High
2024,Tennessee,90402.0,-4,-4.0,0.007626311,0.005144695,0.0,0.0,8,8.0,0,0.01,Low
2025,Tennessee,90402.0,-4,-4.0,0.009580838,0.007626311,0.0,0.0,8,8.0,0,0.05,Low
2023,Tennessee,97536.0,-4,,0.002572347,,0.0,,4,,0,0.6321208556341793,High
2024,Tennessee,97536.0,-4,-4.0,0.003813155,0.002572347,0.0,0.0,4,4.0,0,0.0,Low
2025,Tennessee,97536.0,-4,-4.0,0.004790419,0.003813155,0.0,0.0,4,4.0,0,0.0,Low
2023,Tennessee,99248.0,-4,,0.064308682,,0.0,,100,,0,0.6321208556341793,High
2024,Tennessee,99248.0,-4,-4.0,0.062917064,0.064308682,0.0,0.0,66,100.0,0,0.01,Low
2025,Tennessee,99248.0,-4,-4.0,0.05988024,0.062917064,0.0,0.0,50,66.0,0,0.0,Low
2026,Tennessee,,-4,,,,0.0,,0,,0,0.6321208556341793,High
2025,Texas,11718.0,-10,,0.006330449,,0.0,,30,,0,0.6321208556341793,High
2023,Texas,12846.0,-10,,0.002089864,,0.0,,10,,0,0.6321208556341793,High
2024,Texas,12846.0,-10,-10.0,0.002153316,0.002089864,0.0,0.0,10,10.0,0,0.537384416746431,Medium
2025,Texas,12846.0,-10,-10.0,0.00211015,0.002153316,0.0,0.0,10,10.0,0,0.09273184462719414,Low
2023,Texas,17933.0,-10,,0.008777429,,0.0,,42,,0,0.6321208556341793,High
2024,Texas,17933.0,-10,-10.0,0.011197244,0.008777429,0.0,0.0,52,42.0,0,0.0,Low
2025,Texas,17933.0,-10,-10.0,0.010972779,0.011197244,0.0,0.0,52,52.0,0,0.04,Low
2023,Texas,18636.0,-10,,0.002089864,,0.0,,10,,0,0.6321208556341793,High
2024,Texas,18636.0,-10,-10.0,0.002153316,0.002089864,0.0,0.0,10,10.0,1,0.537384416746431,Medium
2023,Texas,20069.0,-10,,0.035527691,,0.0,,170,,0,0.6321208556341793,High
2024,Texas,20069.0,-10,-10.0,0.022609819,0.035527691,0.0,0.0,105,170.0,0,0.0,Low
2025,Texas,20069.0,-10,-10.0,0.078919603,0.022609819,0.0,0.0,374,105.0,0,0.01291661671117639,Low
2023,Texas,23891.0,-10,,0.000835946,,0.0,,4,,0,0.6321208556341793,High
2024,Texas,23891.0,-10,-10.0,0.000861326,0.000835946,0.0,0.0,4,4.0,0,0.0,Low
2025,Texas,23891.0,-10,-10.0,0.00084406,0.000861326,0.0,0.0,4,4.0,0,0.0,Low
2023,Texas,24349.0,-10,,0.001044932,,0.0,,5,,0,0.6321208556341793,High
2024,Texas,24349.0,-10,-10.0,0.001076658,0.001044932,0.0,0.0,5,5.0,0,0.0,Low
2025,Texas,24349.0,-10,-10.0,0.001055075,0.001076658,0.0,0.0,5,5.0,0,0.0,Low
2023,Texas,26250.0,-10,,0.000417973,,0.0,,2,,0,0.6321208556341793,High
2024,Texas,26250.0,-10,-10.0,0.000430663,0.000417973,0.0,0.0,2,2.0,0,0.0,Low
2025,Texas,26250.0,-10,-10.0,0.00042203,0.000430663,0.0,0.0,2,2.0,0,0.0,Low
2023,Texas,26539.0,-10,,0.009404389,,0.0,,45,,1,0.6321208556341793,High
2023,Texas,27248.0,-10,,0.01400209,,0.0,,67,,0,0.6321208556341793,High
2024,Texas,27248.0,-10,-10.0,0.013565891,0.01400209,0.0,0.0,63,67.0,0,0.0,Low
2025,Texas,27248.0,-10,-10.0,0.009495674,0.013565891,0.0,0.0,45,63.0,0,0.0,Low
2023,Texas,29418.0,-10,,0.016091954,,0.0,,77,,0,0.6321208556341793,High
2024,Texas,29418.0,-10,-10.0,0.018949182,0.016091954,0.0,0.0,88,77.0,0,0.0,Low
2025,Texas,29418.0,-10,-10.0,0.012449884,0.018949182,0.0,0.0,59,88.0,0,0.0,Low
2023,Texas,33602.0,-10,,0.57492163,,0.0,,2751,,0,0.6321208556341793,High
2024,Texas,33602.0,-10,-10.0,0.612403101,0.57492163,0.0,0.0,2844,2751.0,0,0.0,Low
2025,Texas,33602.0,-10,-10.0,0.555180418,0.612403101,0.0,0.0,2631,2844.0,0,0.0,Low
2023,Texas,33626.0,-10,,0.000417973,,0.0,,2,,0,0.6321208556341793,High
2024,Texas,33626.0,-10,-10.0,0.000430663,0.000417973,0.0,0.0,2,2.0,0,0.0,Low
2025,Texas,33626.0,-10,-10.0,0.00042203,0.000430663,0.0,0.0,2,2.0,0,0.0,Low
2023,Texas,34826.0,-10,,0.006269592,,0.0,,30,,0,0.6321208556341793,High
2024,Texas,34826.0,-10,-10.0,0.007321275,0.006269592,0.0,0.0,34,30.0,0,0.02,Low
2025,Texas,34826.0,-10,-10.0,0.007174509,0.007321275,0.0,0.0,34,34.0,0,0.0,Low
2023,Texas,40220.0,-10,,0.019435737,,0.0,,93,,0,0.6321208556341793,High
2024,Texas,40220.0,-10,-10.0,0.021748493,0.019435737,0.0,0.0,101,93.0,0,0.0,Low
2025,Texas,40220.0,-10,-10.0,0.017303229,0.021748493,0.0,0.0,82,101.0,0,0.006335825524829404,Low
2023,Texas,40540.0,-10,,0.002089864,,0.0,,10,,0,0.6321208556341793,High
2024,Texas,40540.0,-10,-10.0,0.002153316,0.002089864,0.0,0.0,10,10.0,0,0.537384416746431,Medium
2025,Texas,40540.0,-10,-10.0,0.00211015,0.002153316,0.0,0.0,10,10.0,0,0.09273184462719414,Low
2023,Texas,40788.0,-10,,0.009404389,,0.0,,45,,0,0.6321208556341793,High
2024,Texas,40788.0,-10,-10.0,0.009689922,0.009404389,0.0,0.0,45,45.0,0,0.02,Low
2025,Texas,40788.0,-10,-10.0,0.009495674,0.009689922,0.0,0.0,45,45.0,0,0.02,Low
2023,Texas,45786.0,-10,,0.008359457,,0.0,,40,,0,0.6321208556341793,High
2024,Texas,45786.0,-10,-10.0,0.010120586,0.008359457,0.0,0.0,47,40.0,0,0.0,Low
2025,Texas,45786.0,-10,-10.0,0.009284659,0.010120586,0.0,0.0,44,47.0,0,0.26,Low
2025,Texas,47501.0,-10,,0.021734543,,0.0,,103,,0,0.6321208556341793,High
2023,Texas,47665.0,-10,,0.001671891,,0.0,,8,,0,0.6321208556341793,High
2024,Texas,47665.0,-10,-10.0,0.001722653,0.001671891,0.0,0.0,8,8.0,0,0.0,Low
2025,Texas,47665.0,-10,-10.0,0.00168812,0.001722653,0.0,0.0,8,8.0,0,0.01,Low
2023,Texas,48364.0,-10,,0.000208986,,0.0,,1,,0,0.6321208556341793,High
2024,Texas,48364.0,-10,-10.0,0.000215332,0.000208986,0.0,0.0,1,1.0,0,0.0,Low
2025,Texas,48364.0,-10,-10.0,0.000211015,0.000215332,0.0,0.0,1,1.0,0,0.0,Low
2023,Texas,53108.0,-10,,0.000417973,,0.0,,2,,1,0.6321208556341793,High
2023,Texas,57125.0,-10,,0.010031348,,0.0,,48,,0,0.6321208556341793,High
2024,Texas,57125.0,-10,-10.0,0.00796727,0.010031348,0.0,0.0,37,48.0,1,0.64,High
2023,Texas,58609.0,-10,,0.001253918,,0.0,,6,,0,0.6321208556341793,High
2024,Texas,58609.0,-10,-10.0,0.00129199,0.001253918,0.0,0.0,6,6.0,0,0.0,Low
2025,Texas,58609.0,-10,-10.0,0.00126609,0.00129199,0.0,0.0,6,6.0,0,0.0,Low
2023,Texas,58840.0,-10,,0.058934169,,0.0,,282,,0,0.6321208556341793,High
2024,Texas,58840.0,-10,-10.0,0.080964686,0.058934169,0.0,0.0,376,282.0,0,0.06,Low
2025,Texas,58840.0,-10,-10.0,0.013926989,0.080964686,0.0,0.0,66,376.0,0,0.03,Low
2023,Texas,61315.0,-10,,0.000835946,,0.0,,4,,0,0.6321208556341793,High
2024,Texas,61315.0,-10,-10.0,0.000861326,0.000835946,0.0,0.0,4,4.0,0,0.0,Low
2025,Texas,61315.0,-10,-10.0,0.00126609,0.000861326,0.0,0.0,6,4.0,0,0.0,Low
2023,Texas,63141.0,-10,,0.001253918,,0.0,,6,,0,0.6321208556341793,High
2024,Texas,63141.0,-10,-10.0,0.00129199,0.001253918,0.0,0.0,6,6.0,0,0.0,Low
2025,Texas,63141.0,-10,-10.0,0.00126609,0.00129199,0.0,0.0,6,6.0,0,0.0,Low
2023,Texas,63251.0,-10,,0.004597701,,0.0,,22,,0,0.6321208556341793,High
2024,Texas,63251.0,-10,-10.0,0.004737295,0.004597701,0.0,0.0,22,22.0,0,0.0,Low
2025,Texas,63251.0,-10,-10.0,0.00464233,0.004737295,0.0,0.0,22,22.0,0,0.01,Low
2023,Texas,66252.0,-10,,0.144200627,,0.0,,690,,0,0.6321208556341793,High
2024,Texas,66252.0,-10,-10.0,0.101205857,0.144200627,0.0,0.0,470,690.0,0,0.0,Low
2025,Texas,66252.0,-10,-10.0,0.162481536,0.101205857,0.0,0.0,770,470.0,0,0.02,Low
2023,Texas,71837.0,-10,,0.008777429,,0.0,,42,,0,0.6321208556341793,High
2024,Texas,71837.0,-10,-10.0,0.011197244,0.008777429,0.0,0.0,52,42.0,0,0.0,Low
2025,Texas,71837.0,-10,-10.0,0.007807554,0.011197244,0.0,0.0,37,52.0,0,0.04,Low
2023,Texas,76589.0,-10,,0.020062696,,0.0,,96,,0,0.6321208556341793,High
2024,Texas,76589.0,-10,-10.0,0.014427218,0.020062696,0.0,0.0,67,96.0,0,0.0,Low
2025,Texas,76589.0,-10,-10.0,0.022367588,0.014427218,0.0,0.0,106,67.0,0,0.0,Low
2023,Texas,87226.0,-10,,0.034691745,,0.0,,166,,0,0.6321208556341793,High
2024,Texas,87226.0,-10,-10.0,0.035745047,0.034691745,0.0,0.0,166,166.0,0,0.0,Low
2025,Texas,87226.0,-10,-10.0,0.036294577,0.035745047,0.0,0.0,172,166.0,0,0.0,Low
2023,Texas,90453.0,-10,,0.000208986,,0.0,,1,,1,0.6321208556341793,High
2023,Texas,91476.0,-10,,0.001044932,,0.0,,5,,0,0.6321208556341793,High
2024,Texas,91476.0,-10,-10.0,0.001076658,0.001044932,0.0,0.0,5,5.0,0,0.0,Low
2025,Texas,91476.0,-10,-10.0,0.001055075,0.001076658,0.0,0.0,5,5.0,0,0.0,Low
2023,Texas,92388.0,-10,,0.000208986,,0.0,,1,,0,0.6321208556341793,High
2024,Texas,92388.0,-10,-10.0,0.000215332,0.000208986,0.0,0.0,1,1.0,0,0.0,Low
2025,Texas,92388.0,-10,-10.0,0.000211015,0.000215332,0.0,0.0,1,1.0,0,0.0,Low
2024,Texas,98809.0,-10,,0.000215332,,0.0,,1,,0,0.6321208556341793,High
2025,Texas,98809.0,-10,-10.0,0.000211015,0.000215332,0.0,0.0,1,1.0,0,0.0,Low
2023,Texas,98899.0,-10,,0.000417973,,0.0,,2,,1,0.6321208556341793,High
2026,Texas,,-10,,,,0.0,,0,,0,0.6321208556341793,High
2023,Utah,14948.0,-26,,0.005555556,,0.195714523,,3,,0,0.6321208556341793,High
2024,Utah,14948.0,-26,-26.0,0.00625,0.005555556,0.195714523,0.195714523,3,3.0,0,0.0,Low
2025,Utah,14948.0,-26,-26.0,0.007672634,0.00625,0.195714523,0.195714523,3,3.0,0,0.0,Low
2023,Utah,18167.0,-26,,0.061111111,,0.195714523,,33,,0,0.6321208556341793,High
2024,Utah,18167.0,-26,-26.0,0.083333333,0.061111111,0.195714523,0.195714523,40,33.0,0,0.04,Low
2025,Utah,18167.0,-26,-26.0,0.10230179,0.083333333,0.195714523,0.195714523,40,40.0,0,0.0,Low
2023,Utah,22013.0,-26,,0.124074074,,0.195714523,,67,,0,0.6321208556341793,High
2024,Utah,22013.0,-26,-26.0,0.147916667,0.124074074,0.195714523,0.195714523,71,67.0,0,0.0,Low
2025,Utah,22013.0,-26,-26.0,0.143222506,0.147916667,0.195714523,0.195714523,56,71.0,0,0.0,Low
2023,Utah,34028.0,-26,,0.011111111,,0.195714523,,6,,0,0.6321208556341793,High
2024,Utah,34028.0,-26,-26.0,0.0125,0.011111111,0.195714523,0.195714523,6,6.0,0,0.0,Low
2025,Utah,34028.0,-26,-26.0,0.015345269,0.0125,0.195714523,0.195714523,6,6.0,0,0.0,Low
2023,Utah,34541.0,-26,,0.035185185,,0.195714523,,19,,0,0.6321208556341793,High
2024,Utah,34541.0,-26,-26.0,0.03125,0.035185185,0.195714523,0.195714523,15,19.0,0,0.0,Low
2025,Utah,34541.0,-26,-26.0,0.038363171,0.03125,0.195714523,0.195714523,15,15.0,0,0.0,Low
2024,Utah,38927.0,-26,,0.1,,0.195714523,,48,,0,0.6321208556341793,High
2025,Utah,38927.0,-26,-26.0,0.115089514,0.1,0.195714523,0.195714523,45,48.0,0,0.01,Low
2023,Utah,40335.0,-26,,0.011111111,,0.195714523,,6,,0,0.6321208556341793,High
2024,Utah,40335.0,-26,-26.0,0.0125,0.011111111,0.195714523,0.195714523,6,6.0,0,0.0,Low
2025,Utah,40335.0,-26,-26.0,0.015345269,0.0125,0.195714523,0.195714523,6,6.0,0,0.0,Low
2023,Utah,42261.0,-26,,0.140740741,,0.195714523,,76,,0,0.6321208556341793,High
2024,Utah,42261.0,-26,-26.0,0.15,0.140740741,0.195714523,0.195714523,72,76.0,0,0.0,Low
2025,Utah,42261.0,-26,-26.0,0.153452685,0.15,0.195714523,0.195714523,60,72.0,0,0.04,Low
2023,Utah,42757.0,-26,,0.014814815,,0.195714523,,8,,0,0.6321208556341793,High
2024,Utah,42757.0,-26,-26.0,0.016666667,0.014814815,0.195714523,0.195714523,8,8.0,0,0.0,Low
2025,Utah,42757.0,-26,-26.0,0.020460358,0.016666667,0.195714523,0.195714523,8,8.0,0,0.0,Low
2023,Utah,46958.0,-26,,0.003703704,,0.195714523,,2,,0,0.6321208556341793,High
2024,Utah,46958.0,-26,-26.0,0.004166667,0.003703704,0.195714523,0.195714523,2,2.0,0,0.0,Low
2025,Utah,46958.0,-26,-26.0,0.00511509,0.004166667,0.195714523,0.195714523,2,2.0,0,0.0,Low
2023,Utah,61558.0,-26,,0.011111111,,0.195714523,,6,,0,0.6321208556341793,High
2024,Utah,61558.0,-26,-26.0,0.0125,0.011111111,0.195714523,0.195714523,6,6.0,0,0.0,Low
2025,Utah,61558.0,-26,-26.0,0.015345269,0.0125,0.195714523,0.195714523,6,6.0,0,0.0,Low
2023,Utah,68781.0,-26,,0.409259259,,0.195714523,,221,,0,0.6321208556341793,High
2024,Utah,68781.0,-26,-26.0,0.252083333,0.409259259,0.195714523,0.195714523,121,221.0,0,0.02,Low
2025,Utah,68781.0,-26,-26.0,0.268542199,0.252083333,0.195714523,0.195714523,105,121.0,0,0.07,Low
2023,Utah,71246.0,-26,,0.005555556,,0.195714523,,3,,0,0.6321208556341793,High
2024,Utah,71246.0,-26,-26.0,0.00625,0.005555556,0.195714523,0.195714523,3,3.0,0,0.0,Low
2025,Utah,71246.0,-26,-26.0,0.007672634,0.00625,0.195714523,0.195714523,3,3.0,0,0.0,Low
2023,Utah,81808.0,-26,,0.151851852,,0.195714523,,82,,0,0.6321208556341793,High
2024,Utah,81808.0,-26,-26.0,0.09375,0.151851852,0.195714523,0.195714523,45,82.0,1,0.59,Medium
2023,Utah,87169.0,-26,,0.014814815,,0.195714523,,8,,0,0.6321208556341793,High
2024,Utah,87169.0,-26,-26.0,0.016666667,0.014814815,0.195714523,0.195714523,8,8.0,0,0.0,Low
2025,Utah,87169.0,-26,-26.0,0.020460358,0.016666667,0.195714523,0.195714523,8,8.0,0,0.0,Low
2025,Utah,97462.0,-26,,0.00511509,,0.195714523,,2,,0,0.6321208556341793,High
2024,Utah,98113.0,-26,,0.054166667,,0.195714523,,26,,0,0.6321208556341793,High
2025,Utah,98113.0,-26,-26.0,0.066496164,0.054166667,0.195714523,0.195714523,26,26.0,0,0.03,Low
2026,Utah,,-26,,,,0.195714523,,0,,0,0.6321208556341793,High
2023,Vermont,,-10,,,,1.863915769,,0,,1,0.6321208556341793,High
2024,Vermont,,-10,,,,1.863915769,,0,,1,0.6321208556341793,High
2025,Vermont,,-10,,,,1.863915769,,0,,0,0.6321208556341793,High
2026,Vermont,,-10,,,,1.863915769,,0,,0,0.6321208556341793,High
2023,Virginia,10207.0,0,,0.036275695,,1.618804905,,30,,1,0.6321208556341793,High
2023,Virginia,16064.0,0,,0.006045949,,1.618804905,,5,,1,0.6321208556341793,High
2023,Virginia,20507.0,0,,0.054413543,,1.618804905,,45,,1,0.6321208556341793,High
2023,Virginia,24251.0,0,,0.082224909,,1.618804905,,68,,1,0.6321208556341793,High
2023,Virginia,24832.0,0,,0.006045949,,1.618804905,,5,,1,0.6321208556341793,High
2023,Virginia,25922.0,0,,0.120918984,,1.618804905,,100,,1,0.6321208556341793,High
2023,Virginia,31319.0,0,,0.00241838,,1.618804905,,2,,1,0.6321208556341793,High
2023,Virginia,37204.0,0,,0.027811366,,1.618804905,,23,,1,0.6321208556341793,High
2023,Virginia,38234.0,0,,0.053204353,,1.618804905,,44,,1,0.6321208556341793,High
2023,Virginia,40198.0,0,,0.009673519,,1.618804905,,8,,1,0.6321208556341793,High
2023,Virginia,40308.0,0,,0.033857316,,1.618804905,,28,,1,0.6321208556341793,High
2023,Virginia,41921.0,0,,0.123337364,,1.618804905,,102,,1,0.6321208556341793,High
2023,Virginia,42808.0,0,,0.009673519,,1.618804905,,8,,1,0.6321208556341793,High
2023,Virginia,54965.0,0,,0.029020556,,1.618804905,,24,,1,0.6321208556341793,High
2023,Virginia,69103.0,0,,0.012091898,,1.618804905,,10,,1,0.6321208556341793,High
2023,Virginia,86443.0,0,,0.058041112,,1.618804905,,48,,1,0.6321208556341793,High
2023,Virginia,88380.0,0,,0.07980653,,1.618804905,,66,,1,0.6321208556341793,High
2023,Virginia,93187.0,0,,0.116082225,,1.618804905,,96,,1,0.6321208556341793,High
2023,Virginia,95185.0,0,,0.136638452,,1.618804905,,113,,1,0.6321208556341793,High
2023,Virginia,97762.0,0,,0.00241838,,1.618804905,,2,,1,0.6321208556341793,High
2024,Virginia,,0,,,,1.618804905,,0,,1,0.6321208556341793,High
2025,Virginia,,0,,,,1.618804905,,0,,0,0.6321208556341793,High
2026,Virginia,,0,,,,1.618804905,,0,,0,0.6321208556341793,High
2023,Washington,,-22,,,,1.939151989,,0,,1,0.6321208556341793,High
2024,Washington,,-22,,,,1.939151989,,0,,1,0.6321208556341793,High
2025,Washington,,-22,,,,1.939151989,,0,,0,0.6321208556341793,High
2026,Washington,,-22,,,,1.939151989,,0,,0,0.6321208556341793,High
2023,West Virginia,31274.0,-37,,0.443609023,,2.535753133,,59,,0,0.6321208556341793,High
2024,West Virginia,31274.0,-37,-37.0,0.389534884,0.443609023,2.535753133,2.535753133,67,59.0,0,0.0,Low
2025,West Virginia,31274.0,-37,-37.0,0.372222222,0.389534884,2.535753133,2.535753133,67,67.0,0,0.0,Low
2023,West Virginia,50328.0,-37,,0.526315789,,2.535753133,,70,,0,0.6321208556341793,High
2024,West Virginia,50328.0,-37,-37.0,0.593023256,0.526315789,2.535753133,2.535753133,102,70.0,0,0.0,Low
2025,West Virginia,50328.0,-37,-37.0,0.611111111,0.593023256,2.535753133,2.535753133,110,102.0,0,0.0,Low
2023,West Virginia,76526.0,-37,,0.022556391,,2.535753133,,3,,0,0.6321208556341793,High
2024,West Virginia,76526.0,-37,-37.0,0.01744186,0.022556391,2.535753133,2.535753133,3,3.0,0,0.0,Low
2025,West Virginia,76526.0,-37,-37.0,0.016666667,0.01744186,2.535753133,2.535753133,3,3.0,0,0.0,Low
2023,West Virginia,94562.0,-37,,0.007518797,,2.535753133,,1,,1,0.6321208556341793,High
2026,West Virginia,,-37,,,,2.535753133,,0,,0,0.6321208556341793,High
2023,Wisconsin,14630.0,-9,,0.024092053,,0.0,,67,,0,0.6321208556341793,High
2024,Wisconsin,14630.0,-9,-9.0,0.02936021,0.024092053,0.0,0.0,67,67.0,0,0.0,Low
2025,Wisconsin,14630.0,-9,-9.0,0.027319588,0.02936021,0.0,0.0,53,67.0,0,0.0,Low
2023,Wisconsin,20173.0,-9,,0.036677454,,0.0,,102,,0,0.6321208556341793,High
2024,Wisconsin,20173.0,-9,-9.0,0.032427695,0.036677454,0.0,0.0,74,102.0,0,0.0,Low
2025,Wisconsin,20173.0,-9,-9.0,0.035051546,0.032427695,0.0,0.0,68,74.0,0,0.0,Low
2023,Wisconsin,34210.0,-9,,0.002157497,,0.0,,6,,0,0.6321208556341793,High
2024,Wisconsin,34210.0,-9,-9.0,0.002629273,0.002157497,0.0,0.0,6,6.0,0,0.009357249626307924,Low
2025,Wisconsin,34210.0,-9,-9.0,0.003092784,0.002629273,0.0,0.0,6,6.0,0,0.0,Low
2023,Wisconsin,37833.0,-9,,0.256742179,,0.0,,714,,0,0.6321208556341793,High
2024,Wisconsin,37833.0,-9,-9.0,0.093777388,0.256742179,0.0,0.0,214,714.0,0,0.0,Low
2025,Wisconsin,37833.0,-9,-9.0,0.181443299,0.093777388,0.0,0.0,352,214.0,0,0.07,Low
2023,Wisconsin,38166.0,-9,,0.091334052,,0.0,,254,,0,0.6321208556341793,High
2024,Wisconsin,38166.0,-9,-9.0,0.111305872,0.091334052,0.0,0.0,254,254.0,0,0.13,Low
2025,Wisconsin,38166.0,-9,-9.0,0.130927835,0.111305872,0.0,0.0,254,254.0,0,0.11,Low
